bin_name,box_name,position_x,position_y,position_z,width,height,depth
1,1,0,0,0,75,57,36
1,2,0,57,0,209,97,36
1,3,0,57,36,209,97,36
1,4,75,0,0,135,55,36
1,5,0,0,36,75,57,36
1,6,0,154,0,95,57,36
1,7,0,0,72,75,57,36
1,8,75,0,36,95,57,36
1,9,0,57,72,117,55,28
1,10,95,154,0,117,55,28
1,11,0,112,72,135,55,36
1,12,0,0,108,75,57,32
1,13,75,0,72,95,57,36
1,14,0,112,108,135,55,36
1,15,135,57,72,73,111,26
1,16,0,57,100,117,55,28
1,17,135,57,98,73,111,26
1,18,0,0,140,75,57,40
1,19,0,167,36,93,47,36
1,20,75,0,108,93,47,36
1,21,75,0,144,95,57,36
1,22,0,57,128,117,55,28
1,23,0,112,144,135,55,36
1,24,135,57,124,69,91,46
1,25,0,0,180,75,57,32
1,26,0,112,180,149,55,40
1,27,75,0,180,95,57,36
