bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#18A外箱,36,37.5,28.5,36,0.0
1,#29外箱,36,142.5,27.5,36,0.0
1,#35外箱,36,104.5,105.5,36,0.0
1,#22外箱,36,47.5,182.5,36,0.0
1,#13外箱,28,153.5,181.5,28,0.0
1,#18A外箱,36,37.5,28.5,72,0.0
1,#22外箱,36,122.5,28.5,72,0.0
1,#35外箱,36,104.5,105.5,72,0.0
1,#33外箱,36,46.5,190.5,72,0.0
1,#18A外箱,36,37.5,28.5,108,0.0
1,#22外箱,36,122.5,28.5,108,0.0
1,#13外箱,28,58.5,84.5,100,0.0
1,#20外箱,26,171.5,112.5,98,1.0
1,#29外箱,36,67.5,139.5,108,0.0
1,#20外箱,26,171.5,112.5,124,1.0
1,#13外箱,28,58.5,84.5,128,0.0
1,#16A外箱,32,37.5,28.5,140,0.0
1,#33外箱,36,121.5,23.5,144,0.0
1,#29外箱,36,67.5,139.5,144,0.0
1,#9外箱,46,169.5,102.5,170,1.0
1,#13外箱,28,58.5,84.5,156,0.0
1,#7A外箱,40,37.5,28.5,180,0.0
1,#22外箱,36,122.5,28.5,180,0.0
1,#29外箱,36,67.5,139.5,180,0.0
1,#16A外箱,32,37.5,28.5,212,0.0
1,#22外箱,36,122.5,28.5,216,0.0
1,#26外箱,40,74.5,139.5,220,0.0
