bin_name,box_name,position_x,position_y,position_z,width,height,depth
1,1,0,0,0,111,73,26
1,2,0,73,0,209,97,36
1,3,0,73,36,135,55,36
1,4,0,0,26,117,55,28
1,5,117,0,0,91,69,46
1,6,0,0,54,75,57,32
1,7,0,0,86,75,57,36
1,8,0,0,122,75,57,40
1,9,117,0,46,95,57,36
1,10,0,128,36,135,55,36
1,11,117,0,82,93,47,36
1,12,0,0,162,75,57,40
1,13,135,69,36,73,111,26
1,14,0,73,72,149,55,40
1,15,0,128,72,149,55,40
1,16,0,73,112,117,55,28
1,17,117,0,118,93,47,36
1,18,0,0,202,75,57,36
1,19,117,0,154,95,57,36
1,20,0,73,140,75,57,32
1,21,149,69,62,55,117,28
1,22,117,0,190,93,47,36
1,23,0,130,112,95,57,36
1,24,0,130,148,93,47,36
1,25,149,69,90,69,91,46
1,26,0,73,172,75,57,32
