bin_name,box_name,position_x,position_y,width,height
1,1,0,0,55,135
1,2,55,0,57,95
1,3,112,0,47,93
1,4,0,135,57,75
1,5,57,95,91,69
1,6,159,0,57,75
1,7,57,164,149,55
1,8,159,75,57,75
2,1,0,0,209,97
2,2,0,97,55,117
2,3,55,97,111,73
