bin_name,matched_box_name,conveyor_x,conveyor_y,conveyor_z,X_cog,Y_cog,Z_cog,orientation,layer,position_x,position_y,position_z,width,height,depth
1,#9,43.0,32.0,46,45.5,34.5,46,0.0,0,2.5,2.5,0,86,64,46
1,#35,102.0,46.0,36,139.5,104.5,36,1.0,0,93.5,2.5,0,92,204,36
1,#26,72.0,25.0,40,27.5,143.5,40,1.0,0,2.5,71.5,0,50,144,40
1,#35,102.0,46.0,36,139.5,104.5,72,1.0,1,93.5,2.5,36,92,204,36
1,#26,72.0,25.0,40,27.5,143.5,80,1.0,1,2.5,71.5,40,50,144,40
1,#9,43.0,32.0,46,45.5,34.5,92,0.0,1,2.5,2.5,46,86,64,46
1,#35,102.0,46.0,36,139.5,104.5,108,1.0,2,93.5,2.5,72,92,204,36
1,#29,65.0,25.0,36,27.5,136.5,116,1.0,2,2.5,71.5,80,50,130,36
1,#9,43.0,32.0,46,45.5,34.5,138,0.0,2,2.5,2.5,92,86,64,46
1,#20,53.0,34.0,26,146.5,36.5,134,0.0,3,93.5,2.5,108,106,68,26
1,#26,72.0,25.0,40,138.5,100.5,148,0.0,3,66.5,75.5,108,144,50,40
1,#26,72.0,25.0,40,138.5,155.5,148,0.0,3,66.5,130.5,108,144,50,40
1,#29,65.0,25.0,36,27.5,136.5,152,1.0,3,2.5,71.5,116,50,130,36
1,#9,43.0,32.0,46,45.5,34.5,184,0.0,3,2.5,2.5,138,86,64,46
1,#20,53.0,34.0,26,146.5,36.5,160,0.0,4,93.5,2.5,134,106,68,26
1,#29,65.0,25.0,36,131.5,100.5,184,0.0,4,66.5,75.5,148,130,50,36
1,#26,72.0,25.0,40,27.5,143.5,192,1.0,4,2.5,71.5,152,50,144,40
1,#9,43.0,32.0,46,45.5,34.5,230,0.0,4,2.5,2.5,184,86,64,46
1,#20,53.0,34.0,26,146.5,36.5,186,0.0,5,93.5,2.5,160,106,68,26
1,#29,65.0,25.0,36,131.5,100.5,220,0.0,5,66.5,75.5,184,130,50,36
1,#29,65.0,25.0,36,27.5,136.5,228,1.0,5,2.5,71.5,192,50,130,36
1,#20,53.0,34.0,26,146.5,36.5,212,0.0,6,93.5,2.5,186,106,68,26
1,#20,53.0,34.0,26,146.5,36.5,238,0.0,7,93.5,2.5,212,106,68,26
