bin_name,box_name,position_x,position_y,width,height
1,1,0,0,69,91
1,2,69,0,57,75
1,3,0,91,111,73
1,4,126,0,93,47
1,5,126,47,75,57
1,6,0,164,135,55
1,7,111,104,95,57
1,8,135,161,75,57
2,1,0,0,97,209
2,2,97,0,55,149
2,3,152,0,55,117
