bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
Bin 1,Box 14,160,0,72,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",188.0,68.0,108.0,#29外箱,1.0
Bin 1,Box 37,111,69,72,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",135.0,116.0,108.0,#33外箱,1.0
Bin 1,Box 40,158,135,76,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",187.0,173.0,116.0,#7A外箱,1.0
Bin 1,Box 13,0,91,78,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,128.0,104.0,#20外箱,0.0
Bin 1,Box 10,0,164,80,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,192.0,120.0,#26外箱,0.0
Bin 1,Box 17,0,0,92,69.0,91.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",35.0,46.0,138.0,#9外箱,1.0
Bin 1,Box 28,75,0,92,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",113.0,29.0,128.0,#18A外箱,0.0
Bin 1,Box 16,0,91,104,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,128.0,130.0,#20外箱,0.0
Bin 1,Box 15,160,0,108,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",188.0,68.0,144.0,#29外箱,1.0
Bin 1,Box 39,111,69,108,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",135.0,116.0,144.0,#33外箱,1.0
Bin 1,Box 41,158,135,116,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",187.0,173.0,148.0,#16A外箱,1.0
Bin 1,Box 12,0,164,120,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,192.0,160.0,#26外箱,0.0
Bin 1,Box 32,75,0,128,75.0,57.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",113.0,29.0,168.0,#7A外箱,0.0
Bin 1,Box 18,0,91,130,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,120.0,166.0,#22外箱,0.0
Bin 1,Box 21,0,0,138,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,29.0,170.0,#16A外箱,0.0
Bin 1,Box 23,160,0,144,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",188.0,59.0,172.0,#13外箱,1.0
Bin 1,Box 44,111,69,144,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",135.0,116.0,180.0,#33外箱,1.0
Bin 1,Box 42,158,135,148,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",187.0,173.0,188.0,#7A外箱,1.0
Bin 1,Box 20,0,164,160,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,192.0,200.0,#26外箱,0.0
Bin 1,Box 31,0,91,166,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,120.0,202.0,#22外箱,0.0
Bin 1,Box 33,75,0,168,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",113.0,29.0,204.0,#18A外箱,0.0
Bin 1,Box 26,0,0,170,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",38.0,29.0,206.0,#18A外箱,0.0
Bin 1,Box 24,160,0,172,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",188.0,59.0,200.0,#13外箱,1.0
Bin 1,Box 43,158,135,188,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",187.0,173.0,228.0,#7A外箱,1.0
Bin 1,Box 35,160,0,200,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",189.0,48.0,236.0,#22外箱,1.0
Bin 1,Box 27,0,164,200,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",68.0,192.0,236.0,#29外箱,0.0
Bin 1,Box 34,0,91,202,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,120.0,238.0,#22外箱,0.0
Bin 1,Box 38,75,0,204,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",113.0,29.0,240.0,#18A外箱,0.0
Bin 1,Box 29,0,0,206,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,29.0,238.0,#16A外箱,0.0
Bin 2,Box 1,0,0,0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,49.0,36.0,#35外箱,0.0
Bin 2,Box 3,0,97,0,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",28.0,156.0,28.0,#13外箱,1.0
Bin 2,Box 6,55,97,0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",103.0,126.0,36.0,#22外箱,0.0
Bin 2,Box 4,0,97,28,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",28.0,156.0,56.0,#13外箱,1.0
Bin 2,Box 2,0,0,36,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,49.0,72.0,#35外箱,0.0
Bin 2,Box 5,0,0,72,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",28.0,59.0,100.0,#13外箱,1.0
Bin 2,Box 7,0,0,100,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,38.0,132.0,#16A外箱,1.0
Bin 2,Box 8,0,0,132,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,38.0,164.0,#16A外箱,1.0
