bin_name,matched_box_name,pos_x,pos_y,pos_z
1,#7A外箱,35.0,26.0,40
1,#9外箱,43.0,32.0,46
1,#20外箱,53.0,34.0,26
1,#18A外箱,35.0,26.0,36
