bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#29外箱,36,27.5,67.5,36,1.0
1,#7A外箱,40,83.5,37.5,40,1.0
1,#35外箱,36,160.5,104.5,36,1.0
1,#22外箱,36,47.5,177.5,36,0.0
1,#26外箱,40,27.5,74.5,76,1.0
1,#9外箱,46,157.5,34.5,82,0.0
1,#29外箱,36,187.5,136.5,72,1.0
1,#20外箱,26,123.5,130.5,62,1.0
1,#7A外箱,40,37.5,177.5,76,0.0
1,#16A外箱,32,83.5,37.5,72,1.0
1,#20外箱,26,123.5,130.5,88,1.0
1,#18A外箱,36,83.5,37.5,108,1.0
1,#29外箱,36,187.5,136.5,108,1.0
1,#29外箱,36,27.5,67.5,112,1.0
1,#16A外箱,32,37.5,177.5,108,0.0
1,#9外箱,46,157.5,34.5,128,0.0
1,#20外箱,26,123.5,130.5,114,1.0
1,#7A外箱,40,83.5,37.5,148,1.0
1,#26外箱,40,187.5,143.5,148,1.0
1,#33外箱,36,23.5,46.5,148,1.0
1,#20外箱,26,123.5,130.5,140,1.0
1,#22外箱,36,159.5,28.5,164,0.0
1,#20外箱,26,123.5,130.5,166,1.0
1,#33外箱,36,23.5,46.5,184,1.0
1,#16A外箱,32,83.5,37.5,180,1.0
1,#26外箱,40,187.5,143.5,188,1.0
1,#33外箱,36,158.5,23.5,200,0.0
1,#13外箱,28,114.5,133.5,194,1.0
1,#7A外箱,40,83.5,37.5,220,1.0
1,#33外箱,36,23.5,46.5,220,1.0
1,#33外箱,36,183.5,115.5,224,1.0
1,#9外箱,46,121.5,120.5,240,1.0
1,#22外箱,36,159.5,28.5,236,0.0
