bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
Bin 1,Box 1,0.0,0.0,0.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,40.0,#7A外箱,1.0
Bin 1,Box 2,57.0,0.0,0.0,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",81.0,47.0,36.0,#33外箱,1.0
Bin 1,Box 4,104.0,0.0,0.0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",132.0,68.0,36.0,#29外箱,1.0
Bin 1,Box 5,159.0,0.0,0.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",187.0,75.0,40.0,#26外箱,1.0
Bin 1,Box 3,0.0,93.0,0.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",46.0,128.0,46.0,#9外箱,0.0
Bin 1,Box 17,117.0,149.0,0.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",163.0,184.0,46.0,#9外箱,0.0
Bin 1,Box 6,0.0,162.0,0.0,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",59.0,190.0,28.0,#13外箱,0.0
Bin 1,Box 18,0.0,162.0,28.0,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",59.0,190.0,56.0,#13外箱,0.0
Bin 1,Box 28,57.0,0.0,36.0,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",81.0,47.0,72.0,#33外箱,1.0
Bin 1,Box 7,104.0,0.0,36.0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",132.0,68.0,72.0,#29外箱,1.0
Bin 1,Box 12,0.0,0.0,40.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,80.0,#7A外箱,1.0
Bin 1,Box 8,159.0,0.0,40.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",187.0,75.0,80.0,#26外箱,1.0
Bin 1,Box 9,0.0,93.0,46.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",46.0,128.0,92.0,#9外箱,0.0
Bin 1,Box 23,117.0,149.0,46.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",163.0,184.0,92.0,#9外箱,0.0
Bin 1,Box 19,0.0,162.0,56.0,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",59.0,190.0,84.0,#13外箱,0.0
Bin 1,Box 30,57.0,0.0,72.0,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",81.0,47.0,108.0,#33外箱,1.0
Bin 1,Box 10,104.0,0.0,72.0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",132.0,68.0,108.0,#29外箱,1.0
Bin 1,Box 13,0.0,0.0,80.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,120.0,#7A外箱,1.0
Bin 1,Box 11,159.0,0.0,80.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",187.0,75.0,120.0,#26外箱,1.0
Bin 1,Box 21,0.0,162.0,84.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,191.0,120.0,#22外箱,0.0
Bin 1,Box 20,0.0,93.0,92.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,122.0,128.0,#22外箱,0.0
Bin 1,Box 29,117.0,149.0,92.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",163.0,184.0,138.0,#9外箱,0.0
Bin 1,Box 37,57.0,0.0,108.0,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",81.0,47.0,144.0,#33外箱,1.0
Bin 1,Box 14,104.0,0.0,108.0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",132.0,68.0,144.0,#29外箱,1.0
Bin 1,Box 22,0.0,0.0,120.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,160.0,#7A外箱,1.0
Bin 1,Box 15,159.0,0.0,120.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",187.0,75.0,160.0,#26外箱,1.0
Bin 1,Box 33,0.0,162.0,120.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,191.0,156.0,#22外箱,0.0
Bin 1,Box 32,0.0,81.3649237217799,128.0,57.0,76.0,32.0,"(0.20392156862745098, 0.20392156862745098, 1.0, 1.0)",29.0,120.0,160.0,,
Bin 1,Box 40,117.0,149.0,138.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",155.0,178.0,170.0,#16A外箱,0.0
Bin 1,Box 16,104.0,0.0,144.0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",132.0,68.0,180.0,#29外箱,1.0
Bin 1,Box 34,0.0,162.0,156.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,191.0,192.0,#22外箱,0.0
Bin 1,Box 26,0.0,0.0,160.0,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",29.0,38.0,196.0,#18A外箱,1.0
Bin 1,Box 27,159.0,0.0,160.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",187.0,75.0,200.0,#26外箱,1.0
Bin 1,Box 35,0.0,81.3649237217799,160.0,57.0,76.0,32.0,"(0.20392156862745098, 0.20392156862745098, 1.0, 1.0)",29.0,120.0,192.0,,
Bin 1,Box 42,117.0,150.0,170.0,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",155.0,179.0,206.0,#18A外箱,0.0
Bin 1,Box 24,104.0,0.0,180.0,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",132.0,59.0,208.0,#13外箱,1.0
Bin 1,Box 36,0.0,81.3649237217799,192.0,57.0,76.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",29.0,120.0,228.0,,
Bin 1,Box 38,0.0,162.0,192.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,191.0,224.0,#16A外箱,0.0
Bin 1,Box 31,0.0,0.0,196.0,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",29.0,38.0,232.0,#18A外箱,1.0
Bin 1,Box 39,159.0,0.0,200.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",188.0,38.0,240.0,#7A外箱,1.0
Bin 1,Box 41,159.0,75.0,200.0,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",188.0,113.0,236.0,#18A外箱,1.0
Bin 1,Box 43,117.0,150.0,206.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",155.0,179.0,238.0,#16A外箱,0.0
Bin 1,Box 25,104.0,0.0,208.0,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",132.0,59.0,236.0,#13外箱,1.0
Bin 2,Box 1,0.0,0.0,0.0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,49.0,36.0,#35外箱,0.0
Bin 2,Box 3,0.0,97.0,0.0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,134.0,26.0,#20外箱,0.0
Bin 2,Box 6,111.0,97.0,0.0,73.0,111.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",148.0,153.0,26.0,#20外箱,1.0
Bin 2,Box 5,0.0,97.0,26.0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,134.0,52.0,#20外箱,0.0
Bin 2,Box 2,0.0,0.0,36.0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,49.0,72.0,#35外箱,0.0
Bin 2,Box 8,0.0,97.0,52.0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,134.0,78.0,#20外箱,0.0
Bin 2,Box 4,0.0,0.0,72.0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,49.0,108.0,#35外箱,0.0
Bin 2,Box 7,0.0,0.0,108.0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,49.0,144.0,#35外箱,0.0
Bin 2,Box 9,0.0,0.0,144.0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,37.0,170.0,#20外箱,0.0
