bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
Bin 1,#16A外箱,32.0,29.0,38.0,32.0,1.0
Bin 1,#33外箱,36.0,81.0,47.0,36.0,1.0
Bin 1,#26外箱,40.0,132.0,75.0,40.0,1.0
Bin 1,#26外箱,40.0,187.0,75.0,40.0,1.0
Bin 1,#16A外箱,32.0,29.0,113.0,32.0,1.0
Bin 1,#22外箱,36.0,165.0,178.0,36.0,0.0
Bin 1,#13外箱,28.0,59.0,178.0,28.0,0.0
Bin 1,#13外箱,28.0,59.0,178.0,56.0,0.0
Bin 1,#16A外箱,32.0,29.0,38.0,64.0,1.0
Bin 1,#7A外箱,40.0,29.0,113.0,72.0,1.0
Bin 1,#33外箱,36.0,81.0,47.0,72.0,1.0
Bin 1,#22外箱,36.0,165.0,178.0,72.0,0.0
Bin 1,#26外箱,40.0,132.0,75.0,80.0,1.0
Bin 1,#29外箱,36.0,187.0,68.0,76.0,1.0
Bin 1,#22外箱,36.0,48.0,179.0,92.0,0.0
Bin 1,#18A外箱,36.0,29.0,38.0,100.0,1.0
Bin 1,#33外箱,36.0,81.0,47.0,108.0,1.0
Bin 1,#7A外箱,40.0,29.0,113.0,112.0,1.0
Bin 1,#9外箱,46.0,163.0,184.0,118.0,0.0
Bin 1,#29外箱,36.0,187.0,68.0,112.0,1.0
Bin 1,#29外箱,36.0,132.0,68.0,116.0,1.0
Bin 1,#9外箱,46.0,46.0,185.0,138.0,0.0
Bin 1,#18A外箱,36.0,29.0,38.0,136.0,1.0
Bin 1,#33外箱,36.0,81.0,47.0,144.0,1.0
Bin 1,#26外箱,40.0,187.0,75.0,152.0,1.0
Bin 1,#7A外箱,40.0,29.0,113.0,152.0,1.0
Bin 1,#26外箱,40.0,132.0,75.0,156.0,1.0
Bin 1,#22外箱,36.0,165.0,178.0,154.0,0.0
Bin 1,#16A外箱,32.0,29.0,38.0,168.0,1.0
Bin 1,#9外箱,46.0,46.0,185.0,184.0,0.0
Bin 1,#33外箱,36.0,81.0,47.0,180.0,1.0
Bin 1,#29外箱,36.0,187.0,68.0,188.0,1.0
Bin 1,#18A外箱,36.0,29.0,113.0,188.0,1.0
Bin 1,#22外箱,36.0,165.0,178.0,190.0,0.0
Bin 1,#13外箱,28.0,132.0,59.0,184.0,1.0
Bin 1,#7A外箱,40.0,29.0,38.0,208.0,1.0
Bin 1,#13外箱,28.0,132.0,59.0,212.0,1.0
Bin 1,#9外箱,46.0,46.0,185.0,230.0,0.0
Bin 1,#29外箱,36.0,187.0,68.0,224.0,1.0
Bin 1,#7A外箱,40.0,29.0,113.0,228.0,1.0
Bin 1,#9外箱,46.0,163.0,184.0,236.0,0.0
Bin 1,#16A外箱,32.0,29.0,38.0,240.0,1.0
Bin 1,#13外箱,28.0,132.0,59.0,240.0,1.0
Bin 2,#20外箱,26.0,56.0,37.0,26.0,0.0
Bin 2,#18A外箱,36.0,149.0,29.0,36.0,0.0
Bin 2,#35外箱,36.0,105.0,122.0,36.0,0.0
Bin 2,#20外箱,26.0,56.0,37.0,52.0,0.0
Bin 2,#18A外箱,36.0,149.0,29.0,72.0,0.0
Bin 2,#35外箱,36.0,105.0,122.0,72.0,0.0
Bin 2,#20外箱,26.0,56.0,37.0,78.0,0.0
Bin 2,#20外箱,26.0,56.0,37.0,104.0,0.0
Bin 2,#20外箱,26.0,56.0,37.0,130.0,0.0
