bin_name,box_name,position_x,position_y,width,height
1,1,0,0,135,55
1,2,0,55,93,47
1,3,0,102,95,57
1,4,135,0,75,57
1,5,95,57,69,91
1,6,0,159,75,57
1,7,75,159,75,57
1,8,164,57,55,149
2,1,0,0,97,209
2,2,97,0,73,111
2,3,97,111,117,55
