bin_name,matched_box_name,conveyor_x,conveyor_y,conveyor_z,X_cog,Y_cog,Z_cog,orientation,layer,position_x,position_y,position_z,width,height,depth
1,#35外箱,51.0,23.0,18,53.5,25.5,18,0.0,0,2.5,2.5,0,102,46,18
1,#29外箱,32.5,12.5,18,142.0,15.0,18,0.0,0,109.5,2.5,0,65,25,18
1,#20外箱,26.5,17.0,13,196.5,29.0,13,1.0,0,179.5,2.5,0,34,53,13
1,#13外箱,28.0,12.5,14,137.5,45.0,14,0.0,0,109.5,32.5,0,56,25,14
1,#22外箱,22.5,13.0,18,25.0,66.5,18,0.0,0,2.5,53.5,0,45,26,18
1,#33外箱,22.0,10.5,18,74.5,64.0,18,0.0,0,52.5,53.5,0,44,21,18
1,#35外箱,51.0,23.0,18,113.5,102.5,18,0.0,0,62.5,79.5,0,102,46,18
1,#29外箱,32.5,12.5,18,15.0,117.0,18,1.0,0,2.5,84.5,0,25,65,18
1,#13外箱,28.0,12.5,14,45.0,112.5,14,1.0,0,32.5,84.5,0,25,56,14
1,#29外箱,32.5,12.5,18,84.0,163.0,18,1.0,0,71.5,130.5,0,25,65,18
1,#26外箱,36.0,12.5,20,54.0,181.5,20,1.0,0,41.5,145.5,0,25,72,20
1,#20外箱,26.5,17.0,13,19.5,181.0,13,1.0,0,2.5,154.5,0,34,53,13
1,#33外箱,22.0,10.5,18,13.0,176.5,31,1.0,1,2.5,154.5,13,21,44,18
1,#29外箱,32.5,12.5,18,35.0,15.0,36,0.0,1,2.5,2.5,18,65,25,18
1,#18A外箱,17.5,13.0,18,90.0,15.5,36,0.0,1,72.5,2.5,18,35,26,18
1,#9外箱,21.5,16.0,23,134.0,18.5,41,0.0,1,112.5,2.5,18,43,32,23
1,#16A外箱,17.5,13.0,16,20.0,45.5,34,0.0,1,2.5,32.5,18,35,26,16
1,#22外箱,22.5,13.0,18,65.0,46.5,36,0.0,1,42.5,33.5,18,45,26,18
1,#13外箱,28.0,12.5,14,15.0,112.5,32,1.0,1,2.5,84.5,18,25,56,14
1,#13外箱,28.0,12.5,14,15.0,112.5,46,1.0,2,2.5,84.5,32,25,56,14
1,#18A外箱,17.5,13.0,18,20.0,46.5,52,0.0,2,2.5,33.5,34,35,26,18
1,#22外箱,22.5,13.0,18,25.0,15.5,54,0.0,2,2.5,2.5,36,45,26,18
1,#22外箱,22.5,13.0,18,65.0,46.5,54,0.0,2,42.5,33.5,36,45,26,18
1,#7A外箱,17.5,13.0,20,20.0,46.5,72,0.0,3,2.5,33.5,52,35,26,20
1,#22外箱,22.5,13.0,18,25.0,15.5,72,0.0,3,2.5,2.5,54,45,26,18
1,#16A外箱,17.5,13.0,16,20.0,15.5,88,0.0,4,2.5,2.5,72,35,26,16
1,#18A外箱,17.5,13.0,18,20.0,15.5,106,0.0,5,2.5,2.5,88,35,26,18
