bin_name,matched_box_name,conveyor_x,conveyor_y,conveyor_z,X_cog,Y_cog,Z_cog,orientation,layer,position_x,position_y,position_z,width,height,depth
1,#7A,17.5,13.0,20,15.5,20.0,20,1.0,0,2.5,2.5,0,26,35,20
1,#9,21.5,16.0,23,55.0,18.5,23,0.0,0,33.5,2.5,0,43,32,23
1,#7A,17.5,13.0,20,94.5,20.0,20,1.0,0,81.5,2.5,0,26,35,20
1,#16A,17.5,13.0,16,52.5,57.0,16,1.0,0,39.5,39.5,0,26,35,16
1,#9,21.5,16.0,23,18.5,64.0,23,1.0,0,2.5,42.5,0,32,43,23
1,#18A,17.5,13.0,18,20.0,103.5,18,0.0,0,2.5,90.5,0,35,26,18
1,#7A,17.5,13.0,20,15.5,20.0,40,1.0,1,2.5,2.5,20,26,35,20
1,#18A,17.5,13.0,18,46.5,20.0,41,1.0,1,33.5,2.5,23,26,35,18
1,#7A,17.5,13.0,20,20.0,55.5,43,0.0,1,2.5,42.5,23,35,26,20
1,#16A,17.5,13.0,16,15.5,20.0,56,1.0,2,2.5,2.5,40,26,35,16
1,#7A,17.5,13.0,20,15.5,20.0,76,1.0,3,2.5,2.5,56,26,35,20
