bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
Bin 1,Box 1,0,0,0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,37.0,26.0,#20外箱,0.0
Bin 1,Box 4,111,0,0,73.0,111.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",148.0,56.0,26.0,#20外箱,1.0
Bin 1,Box 2,0,73,0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",28.0,141.0,36.0,#29外箱,1.0
Bin 1,Box 5,55,111,0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",111.0,148.0,26.0,#20外箱,0.0
Bin 1,Box 3,0,0,26,75.0,57.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",38.0,29.0,66.0,#7A外箱,0.0
Bin 1,Box 7,111,0,26,69.0,91.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",146.0,46.0,72.0,#9外箱,1.0
Bin 1,Box 9,57,111,26,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",116.0,139.0,54.0,#13外箱,0.0
Bin 1,Box 8,0,73,36,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",29.0,121.0,72.0,#22外箱,1.0
Bin 1,Box 17,57,111,54,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",104.0,135.0,90.0,#33外箱,0.0
Bin 1,Box 6,0,0,66,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",38.0,29.0,102.0,#18A外箱,0.0
Bin 1,Box 14,111,0,72,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",135.0,47.0,108.0,#33外箱,1.0
Bin 1,Box 10,0,73,72,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",24.0,120.0,108.0,#33外箱,1.0
Bin 1,Box 22,57,111,90,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",95.0,140.0,126.0,#18A外箱,0.0
Bin 1,Box 12,0,0,102,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",38.0,29.0,138.0,#18A外箱,0.0
Bin 1,Box 18,111,0,108,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",135.0,47.0,144.0,#33外箱,1.0
Bin 1,Box 11,0,73,108,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",29.0,121.0,144.0,#22外箱,1.0
Bin 1,Box 23,57,111,126,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",95.0,140.0,158.0,#16A外箱,0.0
Bin 1,Box 13,0,0,138,75.0,57.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",38.0,29.0,178.0,#7A外箱,0.0
Bin 1,Box 20,111,0,144,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",140.0,38.0,180.0,#18A外箱,1.0
Bin 1,Box 16,0,73,144,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,111.0,176.0,#16A外箱,1.0
Bin 1,Box 24,57,111,158,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",95.0,140.0,190.0,#16A外箱,0.0
Bin 1,Box 19,0,73,176,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",29.0,111.0,212.0,#18A外箱,1.0
Bin 1,Box 15,0,0,178,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,29.0,210.0,#16A外箱,0.0
Bin 1,Box 21,111,0,180,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",140.0,38.0,212.0,#16A外箱,1.0
Bin 1,Box 25,57,111,190,75.0,57.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",95.0,140.0,230.0,#7A外箱,0.0
Bin 2,Box 1,0,0,0,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,28.0,40.0,#26外箱,0.0
Bin 2,Box 13,149,0,0,69.0,91.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",184.0,46.0,46.0,#9外箱,1.0
Bin 2,Box 2,0,55,0,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,83.0,40.0,#26外箱,0.0
Bin 2,Box 3,0,110,0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,159.0,36.0,#35外箱,0.0
Bin 2,Box 5,0,110,36,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,159.0,72.0,#35外箱,0.0
Bin 2,Box 4,0,0,40,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,28.0,80.0,#26外箱,0.0
Bin 2,Box 8,0,55,40,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,83.0,80.0,#26外箱,0.0
Bin 2,Box 14,149,0,46,69.0,91.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",184.0,46.0,92.0,#9外箱,1.0
Bin 2,Box 6,0,110,72,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,159.0,108.0,#35外箱,0.0
Bin 2,Box 7,0,0,80,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",68.0,28.0,116.0,#29外箱,0.0
Bin 2,Box 9,0,55,80,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,83.0,120.0,#26外箱,0.0
Bin 2,Box 15,149,0,92,69.0,91.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",184.0,46.0,138.0,#9外箱,1.0
Bin 2,Box 10,0,110,108,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,159.0,144.0,#35外箱,0.0
Bin 2,Box 11,0,0,116,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",59.0,28.0,144.0,#13外箱,0.0
Bin 2,Box 18,0,55,120,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",68.0,83.0,156.0,#29外箱,0.0
Bin 2,Box 20,149,0,138,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",178.0,48.0,174.0,#22外箱,1.0
Bin 2,Box 16,0,0,144,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",59.0,28.0,172.0,#13外箱,0.0
Bin 2,Box 12,0,110,144,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,147.0,170.0,#20外箱,0.0
Bin 2,Box 24,111,110,144,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",157.0,145.0,190.0,#9外箱,0.0
Bin 2,Box 19,0,55,156,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",68.0,83.0,192.0,#29外箱,0.0
Bin 2,Box 17,0,110,170,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,147.0,196.0,#20外箱,0.0
Bin 2,Box 25,0,0,172,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",59.0,28.0,200.0,#13外箱,0.0
Bin 2,Box 23,149,0,174,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",178.0,38.0,214.0,#7A外箱,1.0
Bin 2,Box 27,111,110,190,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",140.0,148.0,230.0,#7A外箱,1.0
Bin 2,Box 21,0,55,192,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",68.0,83.0,228.0,#29外箱,0.0
Bin 2,Box 22,0,110,196,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,139.0,232.0,#22外箱,0.0
Bin 2,Box 26,0,0,200,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",59.0,28.0,228.0,#13外箱,0.0
