bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
Bin 1,#20外箱,26.0,56.0,37.0,26.0,0.0
Bin 1,#20外箱,26.0,148.0,56.0,26.0,1.0
Bin 1,#29外箱,36.0,28.0,141.0,36.0,1.0
Bin 1,#20外箱,26.0,111.0,148.0,26.0,0.0
Bin 1,#7A外箱,40.0,38.0,29.0,66.0,0.0
Bin 1,#9外箱,46.0,146.0,46.0,72.0,1.0
Bin 1,#13外箱,28.0,116.0,139.0,54.0,0.0
Bin 1,#22外箱,36.0,29.0,121.0,72.0,1.0
Bin 1,#33外箱,36.0,104.0,135.0,90.0,0.0
Bin 1,#18A外箱,36.0,38.0,29.0,102.0,0.0
Bin 1,#33外箱,36.0,135.0,47.0,108.0,1.0
Bin 1,#33外箱,36.0,24.0,120.0,108.0,1.0
Bin 1,#18A外箱,36.0,95.0,140.0,126.0,0.0
Bin 1,#18A外箱,36.0,38.0,29.0,138.0,0.0
Bin 1,#33外箱,36.0,135.0,47.0,144.0,1.0
Bin 1,#22外箱,36.0,29.0,121.0,144.0,1.0
Bin 1,#16A外箱,32.0,95.0,140.0,158.0,0.0
Bin 1,#7A外箱,40.0,38.0,29.0,178.0,0.0
Bin 1,#18A外箱,36.0,140.0,38.0,180.0,1.0
Bin 1,#16A外箱,32.0,29.0,111.0,176.0,1.0
Bin 1,#16A外箱,32.0,95.0,140.0,190.0,0.0
Bin 1,#18A外箱,36.0,29.0,111.0,212.0,1.0
Bin 1,#16A外箱,32.0,38.0,29.0,210.0,0.0
Bin 1,#16A外箱,32.0,140.0,38.0,212.0,1.0
Bin 1,#7A外箱,40.0,95.0,140.0,230.0,0.0
Bin 2,#26外箱,40.0,75.0,28.0,40.0,0.0
Bin 2,#9外箱,46.0,184.0,46.0,46.0,1.0
Bin 2,#26外箱,40.0,75.0,83.0,40.0,0.0
Bin 2,#35外箱,36.0,105.0,159.0,36.0,0.0
Bin 2,#35外箱,36.0,105.0,159.0,72.0,0.0
Bin 2,#26外箱,40.0,75.0,28.0,80.0,0.0
Bin 2,#26外箱,40.0,75.0,83.0,80.0,0.0
Bin 2,#9外箱,46.0,184.0,46.0,92.0,1.0
Bin 2,#35外箱,36.0,105.0,159.0,108.0,0.0
Bin 2,#29外箱,36.0,68.0,28.0,116.0,0.0
Bin 2,#26外箱,40.0,75.0,83.0,120.0,0.0
Bin 2,#9外箱,46.0,184.0,46.0,138.0,1.0
Bin 2,#35外箱,36.0,105.0,159.0,144.0,0.0
Bin 2,#13外箱,28.0,59.0,28.0,144.0,0.0
Bin 2,#29外箱,36.0,68.0,83.0,156.0,0.0
Bin 2,#22外箱,36.0,178.0,48.0,174.0,1.0
Bin 2,#13外箱,28.0,59.0,28.0,172.0,0.0
Bin 2,#20外箱,26.0,56.0,147.0,170.0,0.0
Bin 2,#9外箱,46.0,157.0,145.0,190.0,0.0
Bin 2,#29外箱,36.0,68.0,83.0,192.0,0.0
Bin 2,#20外箱,26.0,56.0,147.0,196.0,0.0
Bin 2,#13外箱,28.0,59.0,28.0,200.0,0.0
Bin 2,#7A外箱,40.0,178.0,38.0,214.0,1.0
Bin 2,#7A外箱,40.0,140.0,148.0,230.0,1.0
Bin 2,#29外箱,36.0,68.0,83.0,228.0,0.0
Bin 2,#22外箱,36.0,48.0,139.0,232.0,0.0
Bin 2,#13外箱,28.0,59.0,28.0,228.0,0.0
