box_name,quantity,packed_boxes,unpacked_boxes
#7A外箱,1,1,0
#9外箱,1,1,0
#16A外箱,1,1,0
#18A外箱,1,1,0
#13外箱,1,1,0
#20外箱,1,1,0
#22外箱,1,1,0
#26外箱,1,1,0
#29外箱,1,1,0
#33外箱,1,1,0
#35外箱,1,1,0
