bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#18A外箱,36,28.5,37.5,36,1.0
1,#33外箱,36,80.5,46.5,36,1.0
1,#35外箱,36,152.5,104.5,36,1.0
1,#20外箱,26,36.5,148.5,26,1.0
1,#20外箱,26,36.5,148.5,52,1.0
1,#18A外箱,36,28.5,37.5,72,1.0
1,#33外箱,36,80.5,46.5,72,1.0
1,#35外箱,36,152.5,104.5,72,1.0
1,#29外箱,36,27.5,144.5,88,1.0
1,#16A外箱,32,28.5,37.5,104,1.0
1,#22外箱,36,151.5,28.5,108,0.0
1,#26外箱,40,131.5,131.5,112,1.0
1,#29外箱,36,186.5,124.5,108,1.0
1,#29外箱,36,27.5,144.5,124,1.0
1,#7A外箱,40,28.5,37.5,144,1.0
1,#22外箱,36,151.5,28.5,144,0.0
1,#13外箱,28,186.5,115.5,136,1.0
1,#13外箱,28,115.5,151.5,140,1.0
1,#29外箱,36,27.5,144.5,160,1.0
1,#22外箱,36,187.5,104.5,172,1.0
1,#13外箱,28,115.5,151.5,168,1.0
1,#16A外箱,32,28.5,37.5,176,1.0
1,#22外箱,36,151.5,28.5,180,0.0
1,#13外箱,28,27.5,135.5,188,1.0
1,#18A外箱,36,28.5,37.5,212,1.0
1,#22外箱,36,151.5,28.5,216,0.0
1,#9外箱,46,34.5,138.5,234,1.0
