bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#22外箱,36,47.5,28.5,36,0.0
1,#20外箱,26,150.5,36.5,26,0.0
1,#22外箱,36,28.5,104.5,36,1.0
1,#26外箱,40,131.5,100.5,40,0.0
1,#9外箱,46,169.5,173.5,46,1.0
1,#29外箱,36,67.5,179.5,36,0.0
1,#20外箱,26,150.5,36.5,52,0.0
1,#18A外箱,36,37.5,28.5,72,0.0
1,#33外箱,36,23.5,103.5,72,1.0
1,#29外箱,36,67.5,179.5,72,0.0
1,#26外箱,40,131.5,100.5,80,0.0
1,#9外箱,46,169.5,173.5,92,1.0
1,#20外箱,26,150.5,36.5,78,0.0
1,#7A外箱,40,37.5,28.5,112,0.0
1,#22外箱,36,28.5,104.5,108,1.0
1,#29外箱,36,67.5,179.5,108,0.0
1,#20外箱,26,150.5,36.5,104,0.0
1,#26外箱,40,131.5,100.5,120,0.0
1,#9外箱,46,169.5,173.5,138,1.0
1,#13外箱,28,153.5,27.5,132,0.0
1,#22外箱,36,28.5,104.5,144,1.0
1,#29外箱,36,67.5,179.5,144,0.0
1,#7A外箱,40,37.5,28.5,152,0.0
1,#26外箱,40,131.5,100.5,160,0.0
1,#13外箱,28,153.5,27.5,160,0.0
1,#18A外箱,36,163.5,165.5,174,1.0
1,#33外箱,36,23.5,103.5,180,1.0
1,#7A外箱,40,103.5,174.5,184,1.0
1,#16A外箱,32,37.5,180.5,176,0.0
1,#7A外箱,40,37.5,28.5,192,0.0
1,#13外箱,28,153.5,27.5,188,0.0
1,#29外箱,36,124.5,100.5,196,0.0
1,#16A外箱,32,163.5,165.5,206,1.0
1,#16A外箱,32,37.5,180.5,208,0.0
1,#18A外箱,36,28.5,94.5,216,1.0
1,#18A外箱,36,103.5,174.5,220,1.0
1,#9外箱,46,140.5,34.5,234,0.0
1,#7A外箱,40,37.5,28.5,232,0.0
1,#26外箱,40,131.5,100.5,236,0.0
1,#16A外箱,32,163.5,165.5,238,1.0
1,#16A外箱,32,37.5,180.5,240,0.0
2,#35外箱,36,104.5,48.5,36,0.0
2,#35外箱,36,104.5,145.5,36,0.0
2,#35外箱,36,104.5,48.5,72,0.0
2,#13外箱,28,100.5,155.5,64,1.0
2,#22外箱,36,28.5,158.5,72,1.0
2,#20外箱,26,36.5,55.5,98,1.0
2,#33外箱,36,96.5,46.5,108,1.0
2,#13外箱,28,27.5,58.5,126,1.0
2,#33外箱,36,23.5,46.5,162,1.0
2,#18A外箱,36,28.5,37.5,198,1.0
