bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
Bin 1,Box 1,0,0,0,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",29.0,38.0,36.0,#18A外箱,1.0
Bin 1,Box 2,57,0,0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",85.0,68.0,36.0,#29外箱,1.0
Bin 1,Box 5,112,0,0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",150.0,29.0,32.0,#16A外箱,0.0
Bin 1,Box 6,112,57,0,73.0,111.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",149.0,113.0,26.0,#20外箱,1.0
Bin 1,Box 3,0,75,0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",28.0,143.0,36.0,#29外箱,1.0
Bin 1,Box 15,55,170,0,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",102.0,194.0,36.0,#33外箱,0.0
Bin 1,Box 8,112,57,26,73.0,111.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",149.0,113.0,52.0,#20外箱,1.0
Bin 1,Box 12,112,0,32,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",150.0,29.0,68.0,#18A外箱,0.0
Bin 1,Box 4,0,0,36,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,38.0,68.0,#16A外箱,1.0
Bin 1,Box 13,57,0,36,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",85.0,59.0,64.0,#13外箱,1.0
Bin 1,Box 7,0,75,36,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",24.0,122.0,72.0,#33外箱,1.0
Bin 1,Box 17,112,57,52,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",140.0,116.0,80.0,#13外箱,1.0
Bin 1,Box 14,57,0,64,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",81.0,47.0,100.0,#33外箱,1.0
Bin 1,Box 9,0,0,68,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,108.0,#7A外箱,1.0
Bin 1,Box 22,112,0,68,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",150.0,29.0,104.0,#18A外箱,0.0
Bin 1,Box 11,0,75,72,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",29.0,123.0,108.0,#22外箱,1.0
Bin 1,Box 26,112,57,80,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",141.0,105.0,116.0,#22外箱,1.0
Bin 1,Box 20,57,0,100,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",81.0,47.0,136.0,#33外箱,1.0
Bin 1,Box 23,112,0,104,75.0,57.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",150.0,29.0,144.0,#7A外箱,0.0
Bin 1,Box 10,0,0,108,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,148.0,#7A外箱,1.0
Bin 1,Box 16,0,75,108,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",29.0,123.0,144.0,#22外箱,1.0
Bin 1,Box 29,112,57,116,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",141.0,95.0,156.0,#7A外箱,1.0
Bin 1,Box 27,57,0,136,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",81.0,47.0,172.0,#33外箱,1.0
Bin 1,Box 25,112,0,144,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",150.0,29.0,176.0,#16A外箱,0.0
Bin 1,Box 19,0,75,144,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",29.0,123.0,180.0,#22外箱,1.0
Bin 1,Box 18,0,0,148,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",29.0,38.0,184.0,#18A外箱,1.0
Bin 1,Box 30,112,57,156,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",141.0,95.0,196.0,#7A外箱,1.0
Bin 1,Box 28,112,0,176,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",150.0,29.0,212.0,#18A外箱,0.0
Bin 1,Box 24,0,75,180,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,113.0,212.0,#16A外箱,1.0
Bin 1,Box 21,0,0,184,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,38.0,216.0,#16A外箱,1.0
Bin 2,Box 1,0,0,0,97.0,209.0,36.0,"(1.0, 0.0, 0.0, 1.0)",49.0,105.0,36.0,#35外箱,1.0
Bin 2,Box 3,97,0,0,97.0,209.0,36.0,"(1.0, 0.0, 0.0, 1.0)",146.0,105.0,36.0,#35外箱,1.0
Bin 2,Box 2,0,0,36,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",28.0,68.0,72.0,#29外箱,1.0
Bin 2,Box 4,55,0,36,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",83.0,75.0,76.0,#26外箱,1.0
Bin 2,Box 5,110,0,36,97.0,209.0,36.0,"(1.0, 0.0, 0.0, 1.0)",159.0,105.0,72.0,#35外箱,1.0
Bin 2,Box 8,0,149,36,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",46.0,184.0,82.0,#9外箱,0.0
