bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation,layer
1,#9,46,34.5,45.5,46,1.0,0
1,#20,26,105.5,55.5,26,1.0,0
1,#26,40,169.5,74.5,40,1.0,0
1,#22,36,28.5,138.5,36,1.0,0
1,#7A,40,37.5,28.5,86,0.0,1
