bin_name,box_name,position_x,position_y,position_z,width,height,depth,layer,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
1,1,0,0,0,57,75,32,0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",28.5,37.5,32,#16A,1.0
1,3,57,0,0,47,93,36,0,"(1.0, 0.0, 0.0, 1.0)",80.5,46.5,36,#33,1.0
1,4,0,75,0,57,75,32,0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",28.5,112.5,32,#16A,1.0
1,2,0,0,32,57,75,36,1,"(1.0, 0.29803921568627456, 0.29803921568627456, 1.0)",28.5,37.5,68,#18A,1.0
