bin_name,box_name,position_x,position_y,position_z,width,height,depth,layer
1,1,0,0,0,57,75,32,0
1,2,0,0,32,57,75,36,1
1,3,57,0,0,47,93,36,0
1,4,0,75,0,57,75,32,0
