bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation,layer
1,#16A,32,28.5,37.5,32,1.0,0
1,#33,36,80.5,46.5,36,1.0,0
1,#16A,32,28.5,112.5,32,1.0,0
1,#18A,36,28.5,37.5,68,1.0,1
