bin_name,matched_box_name,conveyor_x,conveyor_y,conveyor_z,X_cog,Y_cog,Z_cog,orientation,layer,position_x,position_y,position_z,width,height,depth
1,#20,53.0,34.0,26,55.5,36.5,26,0.0,0,2.5,2.5,0,106,68,26
1,#9,43.0,32.0,46,156.5,34.5,46,0.0,0,113.5,2.5,0,86,64,46
1,#35,102.0,46.0,36,104.5,121.5,36,0.0,0,2.5,75.5,0,204,92,36
1,#33,44.0,21.0,36,46.5,193.5,36,0.0,0,2.5,172.5,0,88,42,36
1,#16A,35.0,26.0,32,37.5,28.5,58,0.0,1,2.5,2.5,26,70,52,32
1,#35,102.0,46.0,36,104.5,121.5,72,0.0,1,2.5,75.5,36,204,92,36
1,#33,44.0,21.0,36,46.5,193.5,72,0.0,1,2.5,172.5,36,88,42,36
1,#22,45.0,26.0,36,158.5,28.5,82,0.0,1,113.5,2.5,46,90,52,36
1,#16A,35.0,26.0,32,37.5,28.5,90,0.0,2,2.5,2.5,58,70,52,32
1,#20,53.0,34.0,26,171.5,124.5,98,1.0,2,137.5,71.5,72,68,106,26
1,#13,56.0,25.0,28,58.5,100.5,100,0.0,2,2.5,75.5,72,112,50,28
1,#29,65.0,25.0,36,67.5,155.5,108,0.0,2,2.5,130.5,72,130,50,36
1,#9,43.0,32.0,46,156.5,34.5,128,0.0,2,113.5,2.5,82,86,64,46
1,#16A,35.0,26.0,32,37.5,28.5,122,0.0,3,2.5,2.5,90,70,52,32
1,#13,56.0,25.0,28,58.5,100.5,128,0.0,3,2.5,75.5,100,112,50,28
1,#26,72.0,25.0,40,74.5,155.5,148,0.0,3,2.5,130.5,108,144,50,40
1,#18A,35.0,26.0,36,148.5,28.5,164,0.0,3,113.5,2.5,128,70,52,36
1,#18A,35.0,26.0,36,37.5,28.5,158,0.0,4,2.5,2.5,122,70,52,36
1,#26,72.0,25.0,40,74.5,155.5,188,0.0,4,2.5,130.5,148,144,50,40
1,#7A,35.0,26.0,40,148.5,28.5,204,0.0,4,113.5,2.5,164,70,52,40
1,#16A,35.0,26.0,32,37.5,28.5,190,0.0,5,2.5,2.5,158,70,52,32
1,#16A,35.0,26.0,32,148.5,28.5,236,0.0,5,113.5,2.5,204,70,52,32
1,#18A,35.0,26.0,36,37.5,28.5,226,0.0,6,2.5,2.5,190,70,52,36
