bin_name,box_name,position_x,position_y,width,height
1,1,0,0,209,97
1,2,0,97,93,47
1,3,0,144,57,75
1,4,93,97,117,55
1,5,57,152,75,57
1,6,132,152,75,57
2,1,0,0,69,91
2,2,69,0,55,149
2,3,124,0,73,111
2,4,0,91,57,95
2,5,57,149,135,55
