bin_name,box_name,position_x,position_y,position_z,width,height,depth
1,1,0,0,0,57,75,40
1,2,57,0,0,97,209,36
1,3,0,75,0,55,135,36
1,4,57,0,36,97,209,36
1,5,0,75,36,55,135,36
1,6,57,0,72,91,69,46
1,7,0,0,40,57,75,32
1,8,154,0,0,57,95,36
1,9,0,0,72,57,75,36
1,10,0,0,108,57,75,40
1,11,33,75,72,73,111,26
1,12,106,69,72,55,135,36
1,13,154,0,36,47,93,36
1,14,0,0,148,57,75,40
1,15,0,0,188,57,75,36
1,16,106,69,108,55,135,36
1,17,154,95,0,55,117,28
1,18,57,0,118,91,69,46
1,19,106,69,144,55,149,40
1,20,106,69,184,55,149,40
1,21,33,75,98,73,111,26
1,22,154,95,28,55,117,28
1,23,33,75,124,73,111,26
1,24,57,0,164,93,47,36
1,25,57,0,200,75,57,32
1,26,161,95,56,55,117,28
1,27,161,0,72,47,93,36
1,28,33,75,150,55,117,28
1,29,33,75,178,57,75,36
1,30,161,95,84,57,95,36
1,31,161,0,108,47,93,36
1,32,161,95,120,57,95,36
1,33,161,95,156,57,75,36
