box_id,name,width,height,depth,quantity
1,#7A外箱,35,26,20,1
2,#9外箱,43,32,23,1
3,#16A外箱,35,26,16,0
4,#18A外箱,35,26,18,0
5,#13外箱,56,25,14,1
6,#20外箱,53,34,13,0
7,#22外箱,45,26,18,0
8,#26外箱,72,25,20,0
9,#29外箱,65,25,18,0
10,#33外箱,44,21,18,0
11,#35外箱,102,46,18,0
