bin_name,box_name,position_x,position_y,position_z,width,height,depth
1,1,0,0,0,97,209,36
1,2,0,0,36,97,209,36
1,3,97,0,0,117,55,28
1,4,97,55,0,111,73,26
1,5,0,0,72,91,69,46
1,6,97,0,28,93,47,36
1,7,0,69,72,55,135,36
1,8,0,0,118,75,57,40
1,9,97,128,0,111,73,26
1,10,0,69,108,55,135,36
1,11,0,0,158,75,57,36
1,12,0,69,144,55,135,36
1,13,97,55,26,111,73,26
1,14,55,69,72,55,149,40
1,15,97,128,26,117,55,28
1,16,0,69,180,55,117,28
1,17,0,69,208,55,117,28
1,18,97,0,64,95,57,36
1,19,55,69,112,55,135,36
1,20,0,0,194,75,57,40
1,21,55,69,148,55,149,40
1,22,110,57,52,91,69,46
1,23,97,0,100,75,57,36
1,24,110,57,98,93,47,36
1,25,97,0,136,75,57,36
1,26,110,128,54,95,57,36
1,27,97,0,172,75,57,32
1,28,110,57,134,95,57,36
1,29,55,69,188,47,93,36
1,30,110,128,90,93,47,36
1,31,110,57,170,75,57,40
1,32,97,0,204,75,57,32
1,33,110,128,126,75,57,36
