bin_name,matched_box_name,conveyor_x,conveyor_y,conveyor_z,X_cog,Y_cog,Z_cog,orientation,layer,position_x,position_y,position_z,width,height,depth
1,#35,102.0,46.0,36,48.5,104.5,36,1.0,0,2.5,2.5,0,92,204,36
1,#13,56.0,25.0,28,155.5,27.5,28,0.0,0,99.5,2.5,0,112,50,28
1,#20,53.0,34.0,26,152.5,91.5,26,0.0,0,99.5,57.5,0,106,68,26
1,#20,53.0,34.0,26,152.5,164.5,26,0.0,0,99.5,130.5,0,106,68,26
1,#20,53.0,34.0,26,152.5,91.5,52,0.0,1,99.5,57.5,26,106,68,26
1,#13,56.0,25.0,28,155.5,155.5,54,0.0,1,99.5,130.5,26,112,50,28
1,#33,44.0,21.0,36,143.5,23.5,64,0.0,1,99.5,2.5,28,88,42,36
1,#35,102.0,46.0,36,48.5,104.5,72,1.0,1,2.5,2.5,36,92,204,36
1,#9,43.0,32.0,46,155.5,91.5,98,0.0,2,112.5,59.5,52,86,64,46
1,#22,45.0,26.0,36,157.5,156.5,90,0.0,2,112.5,130.5,54,90,52,36
1,#22,45.0,26.0,36,144.5,28.5,100,0.0,2,99.5,2.5,64,90,52,36
1,#9,43.0,32.0,46,45.5,34.5,118,0.0,2,2.5,2.5,72,86,64,46
1,#29,65.0,25.0,36,27.5,136.5,108,1.0,2,2.5,71.5,72,50,130,36
1,#26,72.0,25.0,40,82.5,143.5,112,1.0,2,57.5,71.5,72,50,144,40
1,#33,44.0,21.0,36,156.5,151.5,126,0.0,3,112.5,130.5,90,88,42,36
1,#33,44.0,21.0,36,156.5,80.5,134,0.0,3,112.5,59.5,98,88,42,36
1,#18A,35.0,26.0,36,134.5,28.5,136,0.0,3,99.5,2.5,100,70,52,36
1,#29,65.0,25.0,36,27.5,136.5,144,1.0,3,2.5,71.5,108,50,130,36
1,#29,65.0,25.0,36,82.5,136.5,148,1.0,3,57.5,71.5,112,50,130,36
1,#7A,35.0,26.0,40,37.5,28.5,158,0.0,3,2.5,2.5,118,70,52,40
1,#18A,35.0,26.0,36,147.5,156.5,162,0.0,4,112.5,130.5,126,70,52,36
1,#22,45.0,26.0,36,157.5,85.5,170,0.0,4,112.5,59.5,134,90,52,36
1,#18A,35.0,26.0,36,134.5,28.5,172,0.0,4,99.5,2.5,136,70,52,36
1,#29,65.0,25.0,36,27.5,136.5,180,1.0,4,2.5,71.5,144,50,130,36
1,#26,72.0,25.0,40,82.5,143.5,188,1.0,4,57.5,71.5,148,50,144,40
1,#18A,35.0,26.0,36,37.5,28.5,194,0.0,4,2.5,2.5,158,70,52,36
1,#7A,35.0,26.0,40,147.5,85.5,210,0.0,5,112.5,59.5,170,70,52,40
1,#16A,35.0,26.0,32,134.5,28.5,204,0.0,5,99.5,2.5,172,70,52,32
1,#13,56.0,25.0,28,27.5,127.5,208,1.0,5,2.5,71.5,180,50,112,28
1,#33,44.0,21.0,36,78.5,115.5,224,1.0,5,57.5,71.5,188,42,88,36
1,#7A,35.0,26.0,40,37.5,28.5,234,0.0,5,2.5,2.5,194,70,52,40
1,#16A,35.0,26.0,32,134.5,28.5,236,0.0,6,99.5,2.5,204,70,52,32
1,#13,56.0,25.0,28,27.5,127.5,236,1.0,6,2.5,71.5,208,50,112,28
