bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#22外箱,36,28.5,47.5,36,1.0
1,#35外箱,36,105.5,104.5,36,1.0
1,#29外箱,36,181.5,67.5,36,1.0
1,#22外箱,36,28.5,142.5,36,1.0
1,#16A外箱,32,28.5,37.5,68,1.0
1,#35外箱,36,105.5,104.5,72,1.0
1,#26外箱,40,181.5,74.5,76,1.0
1,#33外箱,36,23.5,141.5,72,1.0
1,#18A外箱,36,28.5,37.5,104,1.0
1,#9外箱,46,102.5,34.5,118,0.0
1,#20外箱,26,93.5,124.5,98,1.0
1,#22外箱,36,28.5,142.5,108,1.0
1,#13外箱,28,181.5,58.5,104,1.0
1,#20外箱,26,93.5,124.5,124,1.0
1,#16A外箱,32,28.5,37.5,136,1.0
1,#13外箱,28,181.5,58.5,132,1.0
1,#7A外箱,40,28.5,132.5,148,1.0
1,#9外箱,46,102.5,34.5,164,0.0
1,#16A外箱,32,28.5,37.5,168,1.0
1,#22外箱,36,104.5,28.5,200,0.0
1,#18A外箱,36,28.5,37.5,204,1.0
1,#33外箱,36,103.5,23.5,236,0.0
