box_name,bin_1
#7A外箱,1
#9外箱,2
#16A外箱,3
#18A外箱,2
#13外箱,2
#20外箱,2
#22外箱,4
#26外箱,1
#29外箱,1
#33外箱,2
#35外箱,2
