box_id,name,width,height,depth,quantity
1,#7A外箱,70,52,40,1
2,#9外箱,86,64,46,2
3,#16A外箱,70,52,32,0
4,#18A外箱,70,52,36,0
5,#13外箱,112,50,28,1
6,#20外箱,106,68,26,1
7,#22外箱,90,52,36,0
8,#26外箱,144,50,40,1
9,#29外箱,130,50,36,0
10,#33外箱,88,42,36,0
11,#35外箱,204,92,36,0
