bin_name,box_name,position_x,position_y,position_z,width,height,depth,layer,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
1,1,0,0,0,69,91,46,0,"(1.0, 0.0, 0.0, 1.0)",34.5,45.5,46,#9外箱,1.0
1,2,69,0,0,57,75,36,0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",97.5,37.5,36,#18A外箱,1.0
1,5,126,0,0,57,95,36,0,"(0.7450980392156863, 0.7450980392156863, 1.0, 1.0)",154.5,47.5,36,#22外箱,1.0
1,3,0,91,0,111,73,26,0,"(0.9568627450980391, 0.9568627450980391, 1.0, 1.0)",55.5,127.5,26,#20外箱,0.0
1,4,0,0,46,75,57,40,1,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",37.5,28.5,86,#7A外箱,0.0
