bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation,layer
1,#9外箱,46,34.5,45.5,46,1.0,0
1,#18A外箱,36,97.5,37.5,36,1.0,0
1,#22外箱,36,154.5,47.5,36,1.0,0
1,#20外箱,26,55.5,127.5,26,0.0,0
1,#7A外箱,40,37.5,28.5,86,0.0,1
