bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation,layer
1,#9外箱,46,45.5,34.5,46,0.0,0
1,#20外箱,26,36.5,124.5,26,1.0,0
1,#7A外箱,40,28.5,37.5,86,1.0,1
