bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#33外箱,36,23.5,46.5,36,1.0
1,#7A外箱,40,75.5,37.5,40,1.0
1,#35外箱,36,152.5,104.5,36,1.0
1,#22外箱,36,47.5,121.5,36,0.0
1,#22外箱,36,47.5,178.5,36,0.0
1,#33外箱,36,23.5,46.5,72,1.0
1,#35外箱,36,152.5,104.5,72,1.0
1,#9外箱,46,45.5,127.5,82,0.0
1,#22外箱,36,47.5,190.5,72,0.0
1,#18A外箱,36,75.5,37.5,76,1.0
1,#33外箱,36,23.5,46.5,108,1.0
1,#29外箱,36,131.5,67.5,108,1.0
1,#29外箱,36,186.5,67.5,108,1.0
1,#20外箱,26,150.5,171.5,98,0.0
1,#7A外箱,40,37.5,190.5,112,0.0
1,#7A外箱,40,75.5,37.5,116,1.0
1,#9外箱,46,45.5,127.5,128,0.0
1,#29外箱,36,146.5,189.5,134,0.0
1,#29外箱,36,131.5,67.5,144,1.0
1,#26外箱,40,186.5,74.5,148,1.0
1,#16A外箱,32,37.5,190.5,144,0.0
1,#18A外箱,36,75.5,37.5,152,1.0
1,#22外箱,36,47.5,121.5,164,0.0
1,#9外箱,46,136.5,184.5,180,0.0
1,#13外箱,28,131.5,58.5,172,1.0
1,#16A外箱,32,37.5,190.5,176,0.0
1,#26外箱,40,186.5,74.5,188,1.0
1,#18A外箱,36,75.5,37.5,188,1.0
1,#22外箱,36,47.5,121.5,200,0.0
1,#13外箱,28,131.5,58.5,200,1.0
1,#7A外箱,40,37.5,190.5,216,0.0
1,#16A外箱,32,75.5,37.5,220,1.0
1,#26外箱,40,186.5,74.5,228,1.0
1,#13外箱,28,131.5,58.5,228,1.0
1,#18A外箱,36,37.5,121.5,236,0.0
2,#20外箱,26,36.5,55.5,26,1.0
