bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
1,1,0,0,0,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",23.5,46.5,36,#33外箱,1.0
1,2,47,0,0,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",75.5,37.5,40,#7A外箱,1.0
1,4,104,0,0,97,209,36,"(1.0, 0.0, 0.0, 1.0)",152.5,104.5,36,#35外箱,1.0
1,3,0,93,0,95,57,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",47.5,121.5,36,#22外箱,0.0
1,7,0,150,0,95,57,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",47.5,178.5,36,#22外箱,0.0
1,22,0,0,36,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",23.5,46.5,72,#33外箱,1.0
1,5,104,0,36,97,209,36,"(1.0, 0.0, 0.0, 1.0)",152.5,104.5,72,#35外箱,1.0
1,9,0,93,36,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",45.5,127.5,82,#9外箱,0.0
1,12,0,162,36,95,57,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",47.5,190.5,72,#22外箱,0.0
1,8,47,0,40,57,75,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",75.5,37.5,76,#18A外箱,1.0
1,31,0,0,72,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",23.5,46.5,108,#33外箱,1.0
1,6,104,0,72,55,135,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",131.5,67.5,108,#29外箱,1.0
1,14,159,0,72,55,135,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",186.5,67.5,108,#29外箱,1.0
1,19,95,135,72,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",150.5,171.5,98,#20外箱,0.0
1,15,0,162,72,75,57,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",37.5,190.5,112,#7A外箱,0.0
1,10,47,0,76,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",75.5,37.5,116,#7A外箱,1.0
1,11,0,93,82,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",45.5,127.5,128,#9外箱,0.0
1,25,79,162,98,135,55,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",146.5,189.5,134,#29外箱,0.0
1,17,104,0,108,55,135,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",131.5,67.5,144,#29外箱,1.0
1,20,159,0,108,55,149,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",186.5,74.5,148,#26外箱,1.0
1,27,0,162,112,75,57,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",37.5,190.5,144,#16A外箱,0.0
1,13,47,0,116,57,75,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",75.5,37.5,152,#18A外箱,1.0
1,18,0,93,128,95,57,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",47.5,121.5,164,#22外箱,0.0
1,34,91,150,134,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",136.5,184.5,180,#9外箱,0.0
1,23,104,0,144,55,117,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",131.5,58.5,172,#13外箱,1.0
1,32,0,162,144,75,57,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",37.5,190.5,176,#16A外箱,0.0
1,24,159,0,148,55,149,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",186.5,74.5,188,#26外箱,1.0
1,16,47,0,152,57,75,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",75.5,37.5,188,#18A外箱,1.0
1,26,0,93,164,95,57,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",47.5,121.5,200,#22外箱,0.0
1,28,104,0,172,55,117,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",131.5,58.5,200,#13外箱,1.0
1,33,0,162,176,75,57,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",37.5,190.5,216,#7A外箱,0.0
1,21,47,0,188,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",75.5,37.5,220,#16A外箱,1.0
1,29,159,0,188,55,149,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",186.5,74.5,228,#26外箱,1.0
1,35,104,0,200,55,117,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",131.5,58.5,228,#13外箱,1.0
1,30,0,93,200,75,57,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",37.5,121.5,236,#18A外箱,0.0
2,1,0,0,0,73,111,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",36.5,55.5,26,#20外箱,1.0
