box_name,bin_1
#7A外箱,1
#9外箱,1
#16A外箱,1
#18A外箱,1
#13外箱,1
#20外箱,1
#22外箱,1
#26外箱,1
#29外箱,1
#33外箱,1
#35外箱,1
