bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
Bin 1,Box 1,0.0,0.0,0.0,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",29.0,48.0,36.0,#22外箱,1.0
Bin 1,Box 2,57.0,0.0,0.0,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",116.0,28.0,28.0,#13外箱,0.0
Bin 1,Box 4,0.0,95.0,0.0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,144.0,36.0,#35外箱,0.0
Bin 1,Box 5,57.0,0.0,28.0,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",104.0,24.0,64.0,#33外箱,0.0
Bin 1,Box 3,0.0,0.0,36.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,76.0,#7A外箱,1.0
Bin 1,Box 6,0.0,95.0,36.0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,144.0,72.0,#35外箱,0.0
Bin 1,Box 13,57.0,0.0,64.0,75.0,57.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",95.0,29.0,104.0,#7A外箱,0.0
Bin 1,Box 12,149.0,72.48722584842108,72.0,69.0,91.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",184.0,118.0,118.0,#9外箱,1.0
Bin 1,Box 8,0.0,95.0,72.0,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,123.0,112.0,#26外箱,0.0
Bin 1,Box 9,0.0,150.0,72.0,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,178.0,112.0,#26外箱,0.0
Bin 1,Box 7,0.0,0.0,76.0,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",29.0,38.0,112.0,#18A外箱,1.0
Bin 1,Box 17,57.0,0.0,104.0,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",95.0,29.0,140.0,#18A外箱,0.0
Bin 1,Box 10,0.0,0.0,112.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,152.0,#7A外箱,1.0
Bin 1,Box 11,0.0,95.0,112.0,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",68.0,123.0,148.0,#29外箱,0.0
Bin 1,Box 16,0.0,150.0,112.0,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,178.0,152.0,#26外箱,0.0
Bin 1,Box 18,57.0,0.0,140.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",95.0,29.0,172.0,#16A外箱,0.0
Bin 1,Box 14,0.0,0.0,152.0,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,38.0,184.0,#16A外箱,1.0
Bin 1,Box 15,0.0,0.0,184.0,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,38.0,216.0,#16A外箱,1.0
Bin 2,Box 1,0.0,0.0,0.0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,37.0,26.0,#20外箱,0.0
Bin 2,Box 2,0.0,0.0,26.0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,37.0,52.0,#20外箱,0.0
