bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
Bin 1,#22外箱,36.0,29.0,48.0,36.0,1.0
Bin 1,#13外箱,28.0,116.0,28.0,28.0,0.0
Bin 1,#35外箱,36.0,105.0,144.0,36.0,0.0
Bin 1,#33外箱,36.0,104.0,24.0,64.0,0.0
Bin 1,#7A外箱,40.0,29.0,38.0,76.0,1.0
Bin 1,#35外箱,36.0,105.0,144.0,72.0,0.0
Bin 1,#7A外箱,40.0,95.0,29.0,104.0,0.0
Bin 1,#9外箱,46.0,184.0,118.0,118.0,1.0
Bin 1,#26外箱,40.0,75.0,123.0,112.0,0.0
Bin 1,#26外箱,40.0,75.0,178.0,112.0,0.0
Bin 1,#18A外箱,36.0,29.0,38.0,112.0,1.0
Bin 1,#18A外箱,36.0,95.0,29.0,140.0,0.0
Bin 1,#7A外箱,40.0,29.0,38.0,152.0,1.0
Bin 1,#29外箱,36.0,68.0,123.0,148.0,0.0
Bin 1,#26外箱,40.0,75.0,178.0,152.0,0.0
Bin 1,#16A外箱,32.0,95.0,29.0,172.0,0.0
Bin 1,#16A外箱,32.0,29.0,38.0,184.0,1.0
Bin 1,#16A外箱,32.0,29.0,38.0,216.0,1.0
Bin 2,#20外箱,26.0,56.0,37.0,26.0,0.0
Bin 2,#20外箱,26.0,56.0,37.0,52.0,0.0
