bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#18A外箱,36,28.5,37.5,36,1.0
1,#33外箱,36,80.5,46.5,36,1.0
1,#9外箱,46,149.5,34.5,46,0.0
1,#35外箱,36,104.5,141.5,36,0.0
1,#7A外箱,40,28.5,37.5,76,1.0
1,#33外箱,36,80.5,46.5,72,1.0
1,#29外箱,36,27.5,142.5,72,1.0
1,#26外箱,40,129.5,120.5,76,0.0
1,#26外箱,40,129.5,177.5,76,0.0
1,#22外箱,36,151.5,28.5,82,0.0
1,#33外箱,36,80.5,46.5,108,1.0
1,#33外箱,36,23.5,121.5,108,1.0
1,#7A外箱,40,28.5,37.5,116,1.0
1,#20外箱,26,159.5,113.5,102,0.0
1,#29外箱,36,122.5,177.5,112,0.0
1,#9外箱,46,149.5,34.5,128,0.0
1,#20外箱,26,159.5,113.5,128,0.0
1,#29外箱,36,122.5,177.5,148,0.0
1,#7A外箱,40,28.5,37.5,156,1.0
1,#22外箱,36,151.5,28.5,164,0.0
1,#20外箱,26,159.5,113.5,154,0.0
1,#26外箱,40,129.5,177.5,188,0.0
1,#20外箱,26,159.5,113.5,180,0.0
1,#16A外箱,32,28.5,37.5,188,1.0
1,#9外箱,46,149.5,34.5,210,0.0
1,#20外箱,26,159.5,113.5,206,0.0
1,#16A外箱,32,28.5,37.5,220,1.0
1,#7A外箱,40,92.5,178.5,228,0.0
1,#13外箱,28,146.5,120.5,234,0.0
