bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
1,1,0,0,0,97,209,36,"(1.0, 0.0, 0.0, 1.0)",48.5,104.5,36,#35外箱,1.0
1,3,97,0,0,97,209,36,"(1.0, 0.0, 0.0, 1.0)",145.5,104.5,36,#35外箱,1.0
1,2,0,0,36,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",28.5,47.5,72,#22外箱,1.0
1,6,97,0,36,55,135,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",124.5,67.5,72,#29外箱,1.0
1,7,152,0,36,55,149,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",179.5,74.5,76,#26外箱,1.0
1,5,0,95,36,55,117,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",27.5,153.5,64,#13外箱,1.0
1,17,57,135,36,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",85.5,172.5,68,#16A外箱,1.0
1,20,114,149,36,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",159.5,183.5,82,#9外箱,0.0
1,8,0,95,64,55,117,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",27.5,153.5,92,#13外箱,1.0
1,24,57,135,68,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",85.5,172.5,100,#16A外箱,1.0
1,4,0,0,72,69,91,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",34.5,45.5,118,#9外箱,1.0
1,12,97,0,72,55,135,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",124.5,67.5,108,#29外箱,1.0
1,13,152,0,76,55,135,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",179.5,67.5,112,#29外箱,1.0
1,22,114,149,82,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",159.5,183.5,128,#9外箱,0.0
1,11,0,95,92,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",28.5,142.5,128,#22外箱,1.0
1,28,57,135,100,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",85.5,172.5,132,#16A外箱,1.0
1,18,97,0,108,55,117,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",124.5,58.5,136,#13外箱,1.0
1,19,152,0,112,55,149,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",179.5,74.5,152,#26外箱,1.0
1,9,0,0,118,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",28.5,47.5,154,#22外箱,1.0
1,14,0,95,128,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",28.5,142.5,164,#22外箱,1.0
1,25,114,149,128,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",159.5,183.5,174,#9外箱,0.0
1,30,57,135,132,57,75,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",85.5,172.5,168,#18A外箱,1.0
1,27,97,0,136,55,117,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",124.5,58.5,164,#13外箱,1.0
1,21,152,0,152,55,149,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",179.5,74.5,192,#26外箱,1.0
1,10,0,0,154,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",28.5,37.5,194,#7A外箱,1.0
1,29,97,0,164,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",120.5,46.5,200,#33外箱,1.0
1,16,0,95,164,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",23.5,141.5,200,#33外箱,1.0
1,31,57,135,168,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",85.5,172.5,208,#7A外箱,1.0
1,33,114,149,174,75,57,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",151.5,177.5,210,#18A外箱,0.0
1,23,152,0,192,55,149,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",179.5,74.5,232,#26外箱,1.0
1,15,0,0,194,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",28.5,37.5,226,#16A外箱,1.0
1,32,97,0,200,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",120.5,46.5,236,#33外箱,1.0
1,26,0,95,200,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",28.5,132.5,240,#7A外箱,1.0
2,1,0,0,0,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",55.5,36.5,26,#20外箱,0.0
2,3,0,73,0,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",55.5,109.5,26,#20外箱,0.0
2,2,0,0,26,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",55.5,36.5,52,#20外箱,0.0
2,4,0,0,52,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",55.5,36.5,78,#20外箱,0.0
