bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#35外箱,36,104.5,48.5,36,0.0
1,#13外箱,28,27.5,155.5,28,1.0
1,#29外箱,36,124.5,124.5,36,0.0
1,#13外箱,28,115.5,179.5,28,0.0
1,#7A外箱,40,28.5,134.5,68,1.0
1,#13外箱,28,115.5,179.5,56,0.0
1,#35外箱,36,104.5,48.5,72,0.0
1,#29外箱,36,124.5,124.5,72,0.0
1,#33外箱,36,101.5,195.5,92,0.0
1,#16A外箱,32,28.5,134.5,100,1.0
1,#22外箱,36,28.5,47.5,108,1.0
1,#18A外箱,36,85.5,37.5,108,1.0
1,#20外箱,26,150.5,55.5,98,1.0
1,#29外箱,36,124.5,138.5,108,0.0
1,#33外箱,36,101.5,195.5,128,0.0
1,#20外箱,26,150.5,55.5,124,1.0
1,#18A外箱,36,28.5,134.5,136,1.0
1,#22外箱,36,28.5,47.5,144,1.0
1,#18A外箱,36,85.5,37.5,144,1.0
1,#29外箱,36,124.5,138.5,144,0.0
1,#22外箱,36,142.5,47.5,160,1.0
1,#22外箱,36,28.5,47.5,180,1.0
1,#16A外箱,32,85.5,37.5,176,1.0
1,#26外箱,40,131.5,138.5,184,0.0
1,#9外箱,46,148.5,45.5,206,1.0
1,#22外箱,36,28.5,47.5,216,1.0
1,#13外箱,28,115.5,138.5,212,0.0
