bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
1,1,0,0,0,209,97,36,"(1.0, 0.0, 0.0, 1.0)",104.5,48.5,36,#35外箱,0.0
1,3,0,97,0,55,117,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",27.5,155.5,28,#13外箱,1.0
1,6,57,97,0,135,55,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",124.5,124.5,36,#29外箱,0.0
1,9,57,152,0,117,55,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",115.5,179.5,28,#13外箱,0.0
1,5,0,97,28,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",28.5,134.5,68,#7A外箱,1.0
1,13,57,152,28,117,55,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",115.5,179.5,56,#13外箱,0.0
1,2,0,0,36,209,97,36,"(1.0, 0.0, 0.0, 1.0)",104.5,48.5,72,#35外箱,0.0
1,10,57,97,36,135,55,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",124.5,124.5,72,#29外箱,0.0
1,24,55,172,56,93,47,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",101.5,195.5,92,#33外箱,0.0
1,16,0,97,68,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",28.5,134.5,100,#16A外箱,1.0
1,4,0,0,72,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",28.5,47.5,108,#22外箱,1.0
1,8,57,0,72,57,75,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",85.5,37.5,108,#18A外箱,1.0
1,12,114,0,72,73,111,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",150.5,55.5,98,#20外箱,1.0
1,17,57,111,72,135,55,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",124.5,138.5,108,#29外箱,0.0
1,27,55,172,92,93,47,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",101.5,195.5,128,#33外箱,0.0
1,15,114,0,98,73,111,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",150.5,55.5,124,#20外箱,1.0
1,22,0,97,100,57,75,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",28.5,134.5,136,#18A外箱,1.0
1,7,0,0,108,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",28.5,47.5,144,#22外箱,1.0
1,21,57,0,108,57,75,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",85.5,37.5,144,#18A外箱,1.0
1,19,57,111,108,135,55,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",124.5,138.5,144,#29外箱,0.0
1,18,114,0,124,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",142.5,47.5,160,#22外箱,1.0
1,11,0,0,144,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",28.5,47.5,180,#22外箱,1.0
1,23,57,0,144,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",85.5,37.5,176,#16A外箱,1.0
1,25,57,111,144,149,55,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",131.5,138.5,184,#26外箱,0.0
1,20,114,0,160,69,91,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",148.5,45.5,206,#9外箱,1.0
1,14,0,0,180,57,95,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",28.5,47.5,216,#22外箱,1.0
1,26,57,111,184,117,55,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",115.5,138.5,212,#13外箱,0.0
