bin_name,box_name,position_x,position_y,width,height
1,1,0,0,57,95
1,2,57,0,57,75
1,3,0,95,73,111
1,4,114,0,57,75
1,5,171,0,47,93
1,6,73,75,55,135
1,7,128,93,91,69
1,8,128,162,75,57
2,1,0,0,209,97
2,2,0,97,149,55
2,3,0,152,117,55
