bin_name,box_name,position_x,position_y,position_z,width,height,depth
1,1,0,0,0,73,111,26
1,2,73,0,0,55,117,28
1,3,0,117,0,209,97,36
1,4,0,0,26,73,111,26
1,5,0,0,52,57,95,36
1,6,128,0,0,47,93,36
1,7,0,117,36,209,97,36
1,8,0,0,88,57,75,36
1,9,0,0,124,57,75,32
1,10,0,0,156,57,75,40
1,11,73,0,28,55,117,28
1,12,73,0,56,55,117,28
1,13,0,117,72,149,55,40
1,14,73,0,84,55,117,28
1,15,128,0,36,57,95,36
1,16,0,0,196,57,75,36
1,17,0,117,112,135,55,36
1,18,128,0,72,57,75,32
1,19,0,117,148,149,55,40
1,20,73,0,112,47,93,36
1,21,149,93,72,57,95,36
1,22,128,0,104,57,75,40
1,23,0,111,188,57,75,36
1,24,128,0,144,57,75,40
1,25,149,93,108,69,91,46
1,26,57,117,188,91,69,46
