bin_name,matched_box_name,conveyor_x,conveyor_y,conveyor_z,X_cog,Y_cog,Z_cog,orientation,layer,position_x,position_y,position_z,width,height,depth
1,#20外箱,53.0,34.0,26,36.5,55.5,26,1.0,0,2.5,2.5,0,68,106,26
1,#13外箱,56.0,25.0,28,100.5,58.5,28,1.0,0,75.5,2.5,0,50,112,28
1,#33外箱,44.0,21.0,36,151.5,46.5,36,1.0,0,130.5,2.5,0,42,88,36
1,#35外箱,102.0,46.0,36,104.5,165.5,36,0.0,0,2.5,119.5,0,204,92,36
1,#20外箱,53.0,34.0,26,36.5,55.5,52,1.0,1,2.5,2.5,26,68,106,26
1,#13外箱,56.0,25.0,28,100.5,58.5,56,1.0,1,75.5,2.5,28,50,112,28
1,#22外箱,45.0,26.0,36,156.5,47.5,72,1.0,1,130.5,2.5,36,52,90,36
1,#35外箱,102.0,46.0,36,104.5,165.5,72,0.0,1,2.5,119.5,36,204,92,36
1,#22外箱,45.0,26.0,36,28.5,47.5,88,1.0,2,2.5,2.5,52,52,90,36
1,#13外箱,56.0,25.0,28,100.5,58.5,84,1.0,2,75.5,2.5,56,50,112,28
1,#16A外箱,35.0,26.0,32,156.5,37.5,104,1.0,2,130.5,2.5,72,52,70,32
1,#22外箱,45.0,26.0,36,177.5,140.5,108,1.0,2,151.5,95.5,72,52,90,36
1,#26外箱,72.0,25.0,40,74.5,144.5,112,0.0,2,2.5,119.5,72,144,50,40
1,#13外箱,56.0,25.0,28,100.5,58.5,112,1.0,3,75.5,2.5,84,50,112,28
1,#18A外箱,35.0,26.0,36,28.5,37.5,124,1.0,3,2.5,2.5,88,52,70,36
1,#7A外箱,35.0,26.0,40,156.5,37.5,144,1.0,3,130.5,2.5,104,52,70,40
1,#9外箱,43.0,32.0,46,183.5,138.5,154,1.0,3,151.5,95.5,108,64,86,46
1,#29外箱,65.0,25.0,36,67.5,144.5,148,0.0,3,2.5,119.5,112,130,50,36
1,#33外箱,44.0,21.0,36,96.5,46.5,148,1.0,4,75.5,2.5,112,42,88,36
1,#16A外箱,35.0,26.0,32,28.5,37.5,156,1.0,4,2.5,2.5,124,52,70,32
1,#7A外箱,35.0,26.0,40,156.5,37.5,184,1.0,4,130.5,2.5,144,52,70,40
1,#26外箱,72.0,25.0,40,74.5,144.5,188,0.0,4,2.5,119.5,148,144,50,40
1,#7A外箱,35.0,26.0,40,28.5,37.5,196,1.0,5,2.5,2.5,156,52,70,40
1,#18A外箱,35.0,26.0,36,28.5,148.5,224,1.0,5,2.5,113.5,188,52,70,36
1,#9外箱,43.0,32.0,46,102.5,151.5,234,0.0,5,59.5,119.5,188,86,64,46
1,#18A外箱,35.0,26.0,36,28.5,37.5,232,1.0,6,2.5,2.5,196,52,70,36
