bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
Bin 1,Box 1,0,0,0,97.0,209.0,36.0,"(1.0, 0.0, 0.0, 1.0)",49.0,105.0,36.0,#35外箱,1.0
Bin 1,Box 3,97,0,0,97.0,209.0,36.0,"(1.0, 0.0, 0.0, 1.0)",146.0,105.0,36.0,#35外箱,1.0
Bin 1,Box 2,0,0,36,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",29.0,38.0,72.0,#18A外箱,1.0
Bin 1,Box 5,97,0,36,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",125.0,68.0,72.0,#29外箱,1.0
Bin 1,Box 8,152,0,36,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",180.0,75.0,76.0,#26外箱,1.0
Bin 1,Box 4,0,75,36,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",47.0,99.0,72.0,#33外箱,0.0
Bin 1,Box 6,0,135,36,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,172.0,62.0,#20外箱,0.0
Bin 1,Box 20,111,149,36,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",157.0,184.0,82.0,#9外箱,0.0
Bin 1,Box 7,0,135,62,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,172.0,88.0,#20外箱,0.0
Bin 1,Box 13,0,0,72,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,112.0,#7A外箱,1.0
Bin 1,Box 11,97,0,72,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",125.0,68.0,108.0,#29外箱,1.0
Bin 1,Box 12,0,75,72,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",47.0,99.0,108.0,#33外箱,0.0
Bin 1,Box 9,152,0,76,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",180.0,75.0,116.0,#26外箱,1.0
Bin 1,Box 30,114,149,82,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",160.0,184.0,128.0,#9外箱,0.0
Bin 1,Box 10,0,122,88,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",24.0,169.0,124.0,#33外箱,1.0
Bin 1,Box 27,57,135,88,57.0,75.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",86.0,173.0,124.0,#18A外箱,1.0
Bin 1,Box 15,97,0,108,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",125.0,68.0,144.0,#29外箱,1.0
Bin 1,Box 25,0,75,108,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",47.0,99.0,144.0,#33外箱,0.0
Bin 1,Box 17,0,0,112,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,38.0,144.0,#16A外箱,1.0
Bin 1,Box 14,152,0,116,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",180.0,75.0,156.0,#26外箱,1.0
Bin 1,Box 21,0,122,124,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",29.0,170.0,160.0,#22外箱,1.0
Bin 1,Box 34,57,135,124,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",86.0,173.0,156.0,#16A外箱,1.0
Bin 1,Box 31,114,149,128,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",160.0,184.0,174.0,#9外箱,0.0
Bin 1,Box 18,0,0,144,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,38.0,184.0,#7A外箱,1.0
Bin 1,Box 16,97,0,144,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",125.0,59.0,172.0,#13外箱,1.0
Bin 1,Box 33,0,75,144,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",47.0,99.0,180.0,#33外箱,0.0
Bin 1,Box 28,152,0,156,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",181.0,48.0,192.0,#22外箱,1.0
