bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation,layer
1,#33,36,23.5,46.5,36,1.0,0
1,#20,26,83.5,55.5,26,1.0,0
1,#18A,36,148.5,37.5,36,1.0,0
1,#35,36,104.5,165.5,36,0.0,0
1,#13,28,74.5,58.5,54,1.0,1
1,#33,36,23.5,46.5,72,1.0,1
1,#16A,32,148.5,37.5,68,1.0,1
1,#20,26,171.5,146.5,62,1.0,1
1,#29,36,67.5,144.5,72,0.0,1
1,#18A,36,75.5,37.5,90,1.0,2
1,#16A,32,148.5,37.5,100,1.0,2
1,#9,46,45.5,151.5,118,0.0,2
1,#18A,36,75.5,37.5,126,1.0,3
