bin_name,box_name,position_x,position_y,position_z,width,height,depth,layer
1,1,0,0,0,47,93,36,0
1,2,47,0,0,73,111,26,0
1,3,47,0,26,55,117,28,1
1,4,0,117,0,209,97,36,0
1,5,120,0,0,57,75,36,0
1,6,0,0,36,47,93,36,1
1,7,47,0,54,57,75,36,2
1,8,0,117,36,135,55,36,1
1,9,135,91,36,73,111,26,1
1,10,0,117,72,91,69,46,2
1,11,120,0,36,57,75,32,1
1,12,47,0,90,57,75,36,3
1,13,120,0,68,57,75,32,2
