bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
Bin 1,Box 1,0.0,0.0,0.0,149.0,55.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",75.0,28.0,40.0,#26外箱,0.0
Bin 1,Box 2,0.0,55.0,0.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,84.0,32.0,#16A外箱,0.0
Bin 1,Box 7,75.0,55.0,0.0,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",134.0,83.0,28.0,#13外箱,0.0
Bin 1,Box 3,0.0,112.0,0.0,209.0,97.0,36.0,"(1.0, 0.0, 0.0, 1.0)",105.0,161.0,36.0,#35外箱,0.0
Bin 1,Box 8,75.0,89.48722584842108,36.0,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",143.0,117.0,72.0,#29外箱,0.0
Bin 1,Box 6,0.0,112.0,36.0,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",24.0,159.0,72.0,#33外箱,1.0
Bin 1,Box 10,47.0,144.48722584842108,36.0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",103.0,181.0,62.0,#20外箱,0.0
Bin 1,Box 4,0.0,0.0,40.0,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",38.0,29.0,76.0,#18A外箱,0.0
Bin 1,Box 9,75.0,0.0,40.0,75.0,57.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",113.0,29.0,80.0,#7A外箱,0.0
Bin 1,Box 12,57.0,144.48722584842108,62.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",103.0,179.0,108.0,#9外箱,0.0
Bin 1,Box 11,0.0,112.0,72.0,57.0,95.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",29.0,160.0,108.0,#22外箱,1.0
Bin 1,Box 5,0.0,0.0,76.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,29.0,108.0,#16A外箱,0.0
