bin_name,matched_box_name,conveyor_x,conveyor_y,conveyor_z,X_cog,Y_cog,Z_cog,orientation,layer,position_x,position_y,position_z,width,height,depth
1,#9外箱,43.0,32.0,46,45.5,34.5,46,0.0,0,2.5,2.5,0,86,64,46
1,#16A外箱,35.0,26.0,32,128.5,28.5,32,0.0,0,93.5,2.5,0,70,52,32
1,#35外箱,102.0,46.0,36,104.5,117.5,36,0.0,0,2.5,71.5,0,204,92,36
1,#33外箱,44.0,21.0,36,46.5,189.5,36,0.0,0,2.5,168.5,0,88,42,36
1,#18A外箱,35.0,26.0,36,128.5,28.5,68,0.0,1,93.5,2.5,32,70,52,36
1,#35外箱,102.0,46.0,36,104.5,117.5,72,0.0,1,2.5,71.5,36,204,92,36
1,#33外箱,44.0,21.0,36,46.5,189.5,72,0.0,1,2.5,168.5,36,88,42,36
1,#16A外箱,35.0,26.0,32,37.5,28.5,78,0.0,1,2.5,2.5,46,70,52,32
1,#20外箱,53.0,34.0,26,150.5,78.5,98,0.0,2,97.5,44.5,72,106,68,26
1,#22外箱,45.0,26.0,36,47.5,97.5,108,0.0,2,2.5,71.5,72,90,52,36
1,#26外箱,72.0,25.0,40,74.5,153.5,112,0.0,2,2.5,128.5,72,144,50,40
1,#7A外箱,35.0,26.0,40,37.5,28.5,118,0.0,2,2.5,2.5,78,70,52,40
1,#20外箱,53.0,34.0,26,150.5,78.5,124,0.0,3,97.5,44.5,98,106,68,26
1,#29外箱,65.0,25.0,36,67.5,153.5,148,0.0,3,2.5,128.5,112,130,50,36
1,#13外箱,56.0,25.0,28,153.5,69.5,152,0.0,4,97.5,44.5,124,112,50,28
1,#26外箱,72.0,25.0,40,74.5,153.5,188,0.0,4,2.5,128.5,148,144,50,40
1,#13外箱,56.0,25.0,28,153.5,69.5,180,0.0,5,97.5,44.5,152,112,50,28
1,#9外箱,43.0,32.0,46,140.5,76.5,226,0.0,6,97.5,44.5,180,86,64,46
