bin_name,box_name,position_x,position_y,width,height
1,1,0,0,51,107
1,2,51,0,31,50
1,3,82,0,58,39
1,4,0,107,61,30
1,5,0,137,40,31
1,6,140,0,40,31
1,7,51,50,70,30
1,8,0,168,49,26
1,9,180,0,40,31
1,10,140,31,30,77
1,11,61,80,48,37
