bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
Bin 1,#16A外箱,32.0,29.0,38.0,32.0,1.0
Bin 1,#35外箱,36.0,106.0,105.0,36.0,1.0
Bin 1,#26外箱,40.0,182.0,75.0,40.0,1.0
Bin 1,#29外箱,36.0,28.0,143.0,36.0,1.0
Bin 1,#16A外箱,32.0,29.0,38.0,64.0,1.0
Bin 1,#35外箱,36.0,106.0,105.0,72.0,1.0
Bin 1,#18A外箱,36.0,29.0,113.0,72.0,1.0
Bin 1,#26外箱,40.0,182.0,75.0,80.0,1.0
Bin 1,#7A外箱,40.0,29.0,38.0,104.0,1.0
Bin 1,#9外箱,46.0,103.0,35.0,118.0,0.0
Bin 1,#13外箱,28.0,93.0,103.0,100.0,0.0
Bin 1,#20外箱,26.0,90.0,167.0,98.0,0.0
Bin 1,#26外箱,40.0,182.0,75.0,120.0,1.0
Bin 1,#20外箱,26.0,90.0,167.0,124.0,0.0
Bin 1,#13外箱,28.0,93.0,103.0,128.0,0.0
Bin 1,#7A外箱,40.0,29.0,38.0,144.0,1.0
Bin 1,#9外箱,46.0,103.0,35.0,164.0,0.0
Bin 1,#29外箱,36.0,182.0,68.0,156.0,1.0
Bin 1,#20外箱,26.0,90.0,167.0,150.0,0.0
Bin 1,#33外箱,36.0,81.0,99.0,164.0,0.0
Bin 1,#18A外箱,36.0,29.0,38.0,180.0,1.0
Bin 1,#9外箱,46.0,80.0,165.0,196.0,0.0
Bin 1,#29外箱,36.0,182.0,68.0,192.0,1.0
Bin 1,#22外箱,36.0,105.0,29.0,200.0,0.0
Bin 1,#33外箱,36.0,81.0,99.0,200.0,0.0
Bin 1,#18A外箱,36.0,29.0,38.0,216.0,1.0
Bin 1,#13外箱,28.0,182.0,59.0,220.0,1.0
Bin 1,#22外箱,36.0,82.0,159.0,232.0,0.0
Bin 1,#22外箱,36.0,105.0,29.0,236.0,0.0
Bin 1,#33外箱,36.0,81.0,99.0,236.0,0.0
Bin 2,#16A外箱,32.0,38.0,29.0,32.0,0.0
